FVC file = hchb_Gen15_201707_202201.fvc, Simulation Execution: 31/05/2022 10:29:54
Nodestring coordinates,X,Y,ZB,Chain,Length,LeftCellID,RightCellID,NSID,ID
, 0.31405200000000E+06, 0.60561900000000E+07, -0.9999900E+05,  0.0000000E+00,  0.1521045E+05,          86,           0,           1,           1
, 0.31387781200000E+06, 0.60562885600000E+07, -0.9999900E+05,  0.2001388E+03,  0.1521045E+05,          84,           0,           1,           1
, 0.31370362400000E+06, 0.60563871200000E+07, -0.9999900E+05,  0.4002776E+03,  0.1521045E+05,          83,           0,           1,           1
, 0.31352943600000E+06, 0.60564856700000E+07, -0.9999900E+05,  0.6004114E+03,  0.1521045E+05,          82,           0,           1,           1
, 0.31335524900000E+06, 0.60565842300000E+07, -0.9999900E+05,  0.8005493E+03,  0.1521045E+05,          81,           0,           1,           1
, 0.31318106100000E+06, 0.60566827900000E+07, -0.9999900E+05,  0.1000688E+04,  0.1521045E+05,          80,           0,           1,           1
, 0.31300687300000E+06, 0.60567813500000E+07, -0.9999900E+05,  0.1200827E+04,  0.1521045E+05,          79,           0,           1,           1
, 0.31283268500000E+06, 0.60568799100000E+07, -0.9999900E+05,  0.1400966E+04,  0.1521045E+05,          78,           0,           1,           1
, 0.31265849700000E+06, 0.60569784700000E+07, -0.9999900E+05,  0.1601104E+04,  0.1521045E+05,          77,           0,           1,           1
, 0.31248430900000E+06, 0.60570770200000E+07, -0.9999900E+05,  0.1801238E+04,  0.1521045E+05,          76,           0,           1,           1
, 0.31231012100000E+06, 0.60571755800000E+07, -0.9999900E+05,  0.2001377E+04,  0.1521045E+05,          75,           0,           1,           1
, 0.31213593300000E+06, 0.60572741400000E+07, -0.9999900E+05,  0.2201516E+04,  0.1521045E+05,          74,           0,           1,           1
, 0.31196174600000E+06, 0.60573727000000E+07, -0.9999900E+05,  0.2401654E+04,  0.1521045E+05,          73,           0,           1,           1
, 0.31178755800000E+06, 0.60574712600000E+07, -0.9999900E+05,  0.2601792E+04,  0.1521045E+05,          72,           0,           1,           1
, 0.31161337000000E+06, 0.60575698200000E+07, -0.9999900E+05,  0.2801931E+04,  0.1521045E+05,          71,           0,           1,           1
, 0.31143918200000E+06, 0.60576683700000E+07, -0.9999900E+05,  0.3002065E+04,  0.1521045E+05,          70,           0,           1,           1
, 0.31126499400000E+06, 0.60577669300000E+07, -0.9999900E+05,  0.3202204E+04,  0.1521045E+05,          69,           0,           1,           1
, 0.31109080600000E+06, 0.60578654900000E+07, -0.9999900E+05,  0.3402342E+04,  0.1521045E+05,          68,           0,           1,           1
, 0.31091410900000E+06, 0.60579594600000E+07, -0.9999900E+05,  0.3602473E+04,  0.1521045E+05,          67,           0,           1,           1
, 0.31073714400000E+06, 0.60580529400000E+07, -0.9999900E+05,  0.3802610E+04,  0.1521045E+05,          66,           0,           1,           1
, 0.31056017900000E+06, 0.60581464200000E+07, -0.9999900E+05,  0.4002748E+04,  0.1521045E+05,          65,           0,           1,           1
, 0.31038321300000E+06, 0.60582399000000E+07, -0.9999900E+05,  0.4202887E+04,  0.1521045E+05,          64,           0,           1,           1
, 0.31020624800000E+06, 0.60583333800000E+07, -0.9999900E+05,  0.4403024E+04,  0.1521045E+05,          63,           0,           1,           1
, 0.31002928300000E+06, 0.60584268600000E+07, -0.9999900E+05,  0.4603162E+04,  0.1521045E+05,          62,           0,           1,           1
, 0.30985231800000E+06, 0.60585203400000E+07, -0.9999900E+05,  0.4803300E+04,  0.1521045E+05,          61,           0,           1,           1
, 0.30967535300000E+06, 0.60586138200000E+07, -0.9999900E+05,  0.5003438E+04,  0.1521045E+05,          60,           0,           1,           1
, 0.30949838800000E+06, 0.60587073000000E+07, -0.9999900E+05,  0.5203575E+04,  0.1521045E+05,          59,           0,           1,           1
, 0.30932142200000E+06, 0.60588007800000E+07, -0.9999900E+05,  0.5403714E+04,  0.1521045E+05,          58,           0,           1,           1
, 0.30914445700000E+06, 0.60588942600000E+07, -0.9999900E+05,  0.5603852E+04,  0.1521045E+05,          57,           0,           1,           1
, 0.30896749200000E+06, 0.60589877400000E+07, -0.9999900E+05,  0.5803989E+04,  0.1521045E+05,          56,           0,           1,           1
, 0.30879052700000E+06, 0.60590812200000E+07, -0.9999900E+05,  0.6004127E+04,  0.1521045E+05,          54,           0,           1,           1
, 0.30861356200000E+06, 0.60591747000000E+07, -0.9999900E+05,  0.6204265E+04,  0.1521045E+05,          53,           0,           1,           1
, 0.30843659600000E+06, 0.60592681800000E+07, -0.9999900E+05,  0.6404403E+04,  0.1521045E+05,          51,           0,           1,           1
, 0.30825963100000E+06, 0.60593616600000E+07, -0.9999900E+05,  0.6604541E+04,  0.1521045E+05,          49,           0,           1,           1
, 0.30808266600000E+06, 0.60594551400000E+07, -0.9999900E+05,  0.6804679E+04,  0.1521045E+05,          47,           0,           1,           1
, 0.30790570100000E+06, 0.60595486200000E+07, -0.9999900E+05,  0.7004816E+04,  0.1521045E+05,          45,           0,           1,           1
, 0.30772792200000E+06, 0.60596405200000E+07, -0.9999900E+05,  0.7204944E+04,  0.1521045E+05,          44,           0,           1,           1
, 0.30754930700000E+06, 0.60597308100000E+07, -0.9999900E+05,  0.7405083E+04,  0.1521045E+05,          42,           0,           1,           1
, 0.30737069200000E+06, 0.60598211000000E+07, -0.9999900E+05,  0.7605222E+04,  0.1521045E+05,          41,           0,           1,           1
, 0.30719207700000E+06, 0.60599113900000E+07, -0.9999900E+05,  0.7805361E+04,  0.1521045E+05,          40,           0,           1,           1
, 0.30701346300000E+06, 0.60600016700000E+07, -0.9999900E+05,  0.8005495E+04,  0.1521045E+05,          39,           0,           1,           1
, 0.30683484800000E+06, 0.60600919600000E+07, -0.9999900E+05,  0.8205634E+04,  0.1521045E+05,          38,           0,           1,           1
, 0.30665623300000E+06, 0.60601822500000E+07, -0.9999900E+05,  0.8405772E+04,  0.1521045E+05,          37,           0,           1,           1
, 0.30647761800000E+06, 0.60602725400000E+07, -0.9999900E+05,  0.8605911E+04,  0.1521045E+05,          36,           0,           1,           1
, 0.30629900300000E+06, 0.60603628200000E+07, -0.9999900E+05,  0.8806046E+04,  0.1521045E+05,          35,           0,           1,           1
, 0.30612038800000E+06, 0.60604531100000E+07, -0.9999900E+05,  0.9006185E+04,  0.1521045E+05,          34,           0,           1,           1
, 0.30594177300000E+06, 0.60605434000000E+07, -0.9999900E+05,  0.9206323E+04,  0.1521045E+05,          33,           0,           1,           1
, 0.30576315800000E+06, 0.60606336900000E+07, -0.9999900E+05,  0.9406462E+04,  0.1521045E+05,          32,           0,           1,           1
, 0.30558454400000E+06, 0.60607239700000E+07, -0.9999900E+05,  0.9606596E+04,  0.1521045E+05,          31,           0,           1,           1
, 0.30540592900000E+06, 0.60608142600000E+07, -0.9999900E+05,  0.9806734E+04,  0.1521045E+05,          30,           0,           1,           1
, 0.30522731400000E+06, 0.60609045500000E+07, -0.9999900E+05,  0.1000687E+05,  0.1521045E+05,          29,           0,           1,           1
, 0.30504869900000E+06, 0.60609948400000E+07, -0.9999900E+05,  0.1020701E+05,  0.1521045E+05,          28,           0,           1,           1
, 0.30487008400000E+06, 0.60610851300000E+07, -0.9999900E+05,  0.1040715E+05,  0.1521045E+05,          27,           0,           1,           1
, 0.30469146900000E+06, 0.60611754100000E+07, -0.9999900E+05,  0.1060729E+05,  0.1521045E+05,          26,           0,           1,           1
, 0.30451285400000E+06, 0.60612657000000E+07, -0.9999900E+05,  0.1080742E+05,  0.1521045E+05,          25,           0,           1,           1
, 0.30433429500000E+06, 0.60613561000000E+07, -0.9999900E+05,  0.1100756E+05,  0.1521045E+05,          23,           0,           1,           1
, 0.30415618600000E+06, 0.60614473800000E+07, -0.9999900E+05,  0.1120770E+05,  0.1521045E+05,          22,           0,           1,           1
, 0.30397807700000E+06, 0.60615386600000E+07, -0.9999900E+05,  0.1140784E+05,  0.1521045E+05,          21,           0,           1,           1
, 0.30379996700000E+06, 0.60616299400000E+07, -0.9999900E+05,  0.1160797E+05,  0.1521045E+05,          19,           0,           1,           1
, 0.30362185800000E+06, 0.60617212200000E+07, -0.9999900E+05,  0.1180811E+05,  0.1521045E+05,          18,           0,           1,           1
, 0.30344374900000E+06, 0.60618125000000E+07, -0.9999900E+05,  0.1200825E+05,  0.1521045E+05,          17,           0,           1,           1
, 0.30326563900000E+06, 0.60619037800000E+07, -0.9999900E+05,  0.1220838E+05,  0.1521045E+05,          16,           0,           1,           1
, 0.30308753000000E+06, 0.60619950700000E+07, -0.9999900E+05,  0.1240853E+05,  0.1521045E+05,          15,           0,           1,           1
, 0.30290942100000E+06, 0.60620863500000E+07, -0.9999900E+05,  0.1260866E+05,  0.1521045E+05,          14,           0,           1,           1
, 0.30273131200000E+06, 0.60621776300000E+07, -0.9999900E+05,  0.1280880E+05,  0.1521045E+05,          13,           0,           1,           1
, 0.30255320200000E+06, 0.60622689100000E+07, -0.9999900E+05,  0.1300894E+05,  0.1521045E+05,          12,           0,           1,           1
, 0.30237509300000E+06, 0.60623601900000E+07, -0.9999900E+05,  0.1320907E+05,  0.1521045E+05,          11,           0,           1,           1
, 0.30219698400000E+06, 0.60624514700000E+07, -0.9999900E+05,  0.1340921E+05,  0.1521045E+05,          10,           0,           1,           1
, 0.30201887400000E+06, 0.60625427500000E+07, -0.9999900E+05,  0.1360935E+05,  0.1521045E+05,           8,           0,           1,           1
, 0.30184076500000E+06, 0.60626340300000E+07, -0.9999900E+05,  0.1380949E+05,  0.1521045E+05,           7,           0,           1,           1
, 0.30166265600000E+06, 0.60627253100000E+07, -0.9999900E+05,  0.1400962E+05,  0.1521045E+05,           6,           0,           1,           1
, 0.30148454600000E+06, 0.60628165900000E+07, -0.9999900E+05,  0.1420976E+05,  0.1521045E+05,           5,           0,           1,           1
, 0.30130643700000E+06, 0.60629078800000E+07, -0.9999900E+05,  0.1440990E+05,  0.1521045E+05,           4,           0,           1,           1
, 0.30112832800000E+06, 0.60629991600000E+07, -0.9999900E+05,  0.1461004E+05,  0.1521045E+05,           3,           0,           1,           1
, 0.30095021900000E+06, 0.60630904400000E+07, -0.9999900E+05,  0.1481017E+05,  0.1521045E+05,           2,           0,           1,           1
, 0.30077210900000E+06, 0.60631817200000E+07, -0.9999900E+05,  0.1501031E+05,  0.1521045E+05,           1,           0,           1,           1
, 0.30059400000000E+06, 0.60632730000000E+07, -0.9999900E+05,  0.1521045E+05,  0.1521045E+05,,,           1,           1
, 0.30103748200000E+06, 0.60661706800000E+07, -0.9999900E+05,  0.0000000E+00,  0.6645172E+03,        4405,           0,           2,           2
, 0.30108762500000E+06, 0.60662694300000E+07, -0.9999900E+05,  0.1107514E+03,  0.6645172E+03,        4406,           0,           2,           2
, 0.30113776800000E+06, 0.60663681800000E+07, -0.9999900E+05,  0.2215029E+03,  0.6645172E+03,        4407,           0,           2,           2
, 0.30118791000000E+06, 0.60664669300000E+07, -0.9999900E+05,  0.3322539E+03,  0.6645172E+03,        4408,           0,           2,           2
, 0.30123805300000E+06, 0.60665656800000E+07, -0.9999900E+05,  0.4430054E+03,  0.6645172E+03,        4410,           0,           2,           2
, 0.30128819600000E+06, 0.60666644300000E+07, -0.9999900E+05,  0.5537568E+03,  0.6645172E+03,        4409,           0,           2,           2
, 0.30133833900000E+06, 0.60667631900000E+07, -0.9999900E+05,  0.6645172E+03,  0.6645172E+03,,,           2,           2
, 0.30975906900000E+06, 0.60653012400000E+07, -0.9999900E+05,  0.0000000E+00,  0.7005275E+03,        4042,           0,           3,           3
, 0.30982322600000E+06, 0.60652276800000E+07, -0.9999900E+05,  0.9760735E+02,  0.7005275E+03,        4045,           0,           3,           3
, 0.30988660700000E+06, 0.60651497000000E+07, -0.9999900E+05,  0.1980963E+03,  0.7005275E+03,        4103,           0,           3,           3
, 0.30994998900000E+06, 0.60650717200000E+07, -0.9999900E+05,  0.2985859E+03,  0.7005275E+03,        4152,           0,           3,           3
, 0.31001337000000E+06, 0.60649937500000E+07, -0.9999900E+05,  0.3990671E+03,  0.7005275E+03,        4202,           0,           3,           3
, 0.31007675200000E+06, 0.60649157700000E+07, -0.9999900E+05,  0.4995567E+03,  0.7005275E+03,        4249,           0,           3,           3
, 0.31014013300000E+06, 0.60648378000000E+07, -0.9999900E+05,  0.6000379E+03,  0.7005275E+03,        4253,           0,           3,           3
, 0.31020351500000E+06, 0.60647598200000E+07, -0.9999900E+05,  0.7005275E+03,  0.7005275E+03,,,           3,           3
, 0.31359041200000E+06, 0.60634484600000E+07, -0.9999900E+05,  0.0000000E+00,  0.9305773E+02,        4565,           0,           4,           4
, 0.31362564500000E+06, 0.60633623300000E+07, -0.9999900E+05,  0.9305773E+02,  0.9305773E+02,,,           4,           4
, 0.31538000100000E+06, 0.60626248300000E+07, -0.9999900E+05,  0.0000000E+00,  0.1008001E+04,        4321,           0,           5,           5
, 0.31549064100000E+06, 0.60625645500000E+07, -0.9999900E+05,  0.1259956E+03,  0.1008001E+04,        4336,           0,           5,           5
, 0.31560207100000E+06, 0.60625057300000E+07, -0.9999900E+05,  0.2519973E+03,  0.1008001E+04,        4367,           0,           5,           5
, 0.31571365900000E+06, 0.60624472100000E+07, -0.9999900E+05,  0.3779992E+03,  0.1008001E+04,        4396,           0,           5,           5
, 0.31582518300000E+06, 0.60623885700000E+07, -0.9999900E+05,  0.5040002E+03,  0.1008001E+04,        4411,           0,           5,           5
, 0.31593657500000E+06, 0.60623296800000E+07, -0.9999900E+05,  0.6300010E+03,  0.1008001E+04,        4425,           0,           5,           5
, 0.31604777600000E+06, 0.60622704300000E+07, -0.9999900E+05,  0.7560020E+03,  0.1008001E+04,        4450,           0,           5,           5
, 0.31615891100000E+06, 0.60622110600000E+07, -0.9999900E+05,  0.8820011E+03,  0.1008001E+04,        4473,           0,           5,           5
, 0.31626994500000E+06, 0.60621515000000E+07, -0.9999900E+05,  0.1008001E+04,  0.1008001E+04,,,           5,           5
, 0.31897452400000E+06, 0.60605095200000E+07, -0.9999900E+05,  0.0000000E+00,  0.1627889E+04,        4842,           0,           6,           6
, 0.31907993800000E+06, 0.60604419300000E+07, -0.9999900E+05,  0.1252219E+03,  0.1627889E+04,        4843,           0,           6,           6
, 0.31918529200000E+06, 0.60603742500000E+07, -0.9999900E+05,  0.2504419E+03,  0.1627889E+04,        4863,           0,           6,           6
, 0.31929065400000E+06, 0.60603065800000E+07, -0.9999900E+05,  0.3756632E+03,  0.1627889E+04,        4882,           0,           6,           6
, 0.31939593100000E+06, 0.60602387700000E+07, -0.9999900E+05,  0.5008887E+03,  0.1627889E+04,        4900,           0,           6,           6
, 0.31950096700000E+06, 0.60601706000000E+07, -0.9999900E+05,  0.6261074E+03,  0.1627889E+04,        4917,           0,           6,           6
, 0.31960573400000E+06, 0.60601020100000E+07, -0.9999900E+05,  0.7513300E+03,  0.1627889E+04,        4925,           0,           6,           6
, 0.31971016700000E+06, 0.60600329100000E+07, -0.9999900E+05,  0.8765541E+03,  0.1627889E+04,        4939,           0,           6,           6
, 0.31981456700000E+06, 0.60599637600000E+07, -0.9999900E+05,  0.1001778E+04,  0.1627889E+04,        4955,           0,           6,           6
, 0.31991894700000E+06, 0.60598945800000E+07, -0.9999900E+05,  0.1127002E+04,  0.1627889E+04,        4960,           0,           6,           6
, 0.32002333400000E+06, 0.60598254200000E+07, -0.9999900E+05,  0.1252221E+04,  0.1627889E+04,        4970,           0,           6,           6
, 0.32012772600000E+06, 0.60597562600000E+07, -0.9999900E+05,  0.1377444E+04,  0.1627889E+04,        4980,           0,           6,           6
, 0.32023325300000E+06, 0.60596888400000E+07, -0.9999900E+05,  0.1502669E+04,  0.1627889E+04,        4991,           0,           6,           6
, 0.32033895800000E+06, 0.60596217100000E+07, -0.9999900E+05,  0.1627889E+04,  0.1627889E+04,,,           6,           6
, 0.37875800000000E+06, 0.60013503000000E+07, -0.9999900E+05,  0.0000000E+00,  0.6696932E+02,       26248,           0,           7,           7
, 0.37877356700000E+06, 0.60013343000000E+07, -0.9999900E+05,  0.2232334E+02,  0.6696932E+02,       26249,           0,           7,           7
, 0.37878913300000E+06, 0.60013183000000E+07, -0.9999900E+05,  0.4464598E+02,  0.6696932E+02,       26250,           0,           7,           7
, 0.37880470000000E+06, 0.60013023000000E+07, -0.9999900E+05,  0.6696932E+02,  0.6696932E+02,,,           7,           7
, 0.32046598300000E+06, 0.60583307300000E+07, -0.9999900E+05,  0.0000000E+00,  0.9538099E+03,        5118,        5133,         108,           8
, 0.32055777200000E+06, 0.60583700500000E+07, -0.9999900E+05,  0.9985631E+02,  0.9538099E+03,        5128,        5134,         108,           8
, 0.32061738600000E+06, 0.60584647200000E+07, -0.9999900E+05,  0.2117323E+03,  0.9538099E+03,        5126,        5143,         108,           8
, 0.32066969000000E+06, 0.60585425500000E+07, -0.9999900E+05,  0.3055045E+03,  0.9538099E+03,        5136,        5142,         108,           8
, 0.32081117300000E+06, 0.60585808000000E+07, -0.9999900E+05,  0.4520667E+03,  0.9538099E+03,        5135,        5138,         108,           8
, 0.32081010100000E+06, 0.60587357500000E+07, -0.9999900E+05,  0.6070204E+03,  0.9538099E+03,        5121,        5137,         108,           8
, 0.32082859300000E+06, 0.60587743100000E+07, -0.9999900E+05,  0.6497852E+03,  0.9538099E+03,        5123,        5139,         108,           8
, 0.32084708600000E+06, 0.60588128800000E+07, -0.9999900E+05,  0.6925594E+03,  0.9538099E+03,        5124,        5140,         108,           8
, 0.32086557900000E+06, 0.60588514400000E+07, -0.9999900E+05,  0.7353247E+03,  0.9538099E+03,        5129,        5141,         108,           8
, 0.32088407100000E+06, 0.60588900000000E+07, -0.9999900E+05,  0.7780895E+03,  0.9538099E+03,        5130,        5144,         108,           8
, 0.32090256400000E+06, 0.60589285600000E+07, -0.9999900E+05,  0.8208547E+03,  0.9538099E+03,        5131,        5132,         108,           8
, 0.32095668800000E+06, 0.60590500000000E+07, -0.9999900E+05,  0.9538099E+03,  0.9538099E+03,,,         108,           8
, 0.35513567600000E+06, 0.60257064000000E+07, -0.9999900E+05,  0.0000000E+00,  0.1766039E+03,       13612,       13619,         109,           9
, 0.35516909700000E+06, 0.60257178300000E+07, -0.9999900E+05,  0.3532150E+02,  0.1766039E+03,       13613,       13620,         109,           9
, 0.35520251900000E+06, 0.60257292500000E+07, -0.9999900E+05,  0.7064070E+02,  0.1766039E+03,       13614,       13618,         109,           9
, 0.35523594100000E+06, 0.60257406800000E+07, -0.9999900E+05,  0.1059632E+03,  0.1766039E+03,       13611,       13617,         109,           9
, 0.35526936200000E+06, 0.60257521100000E+07, -0.9999900E+05,  0.1412846E+03,  0.1766039E+03,       13610,       13615,         109,           9
, 0.35530278400000E+06, 0.60257635300000E+07, -0.9999900E+05,  0.1766039E+03,  0.1766039E+03,,,         109,           9
, 0.37554260000000E+06, 0.59992185000000E+07, -0.9999900E+05,  0.0000000E+00,  0.1427676E+04,       25006,       25009,         110,          10
, 0.37575466700000E+06, 0.59993264200000E+07, -0.9999900E+05,  0.2379478E+03,  0.1427676E+04,       24971,       25008,         110,          10
, 0.37596673300000E+06, 0.59994343300000E+07, -0.9999900E+05,  0.4758901E+03,  0.1427676E+04,       24972,       25010,         110,          10
, 0.37617880000000E+06, 0.59995422500000E+07, -0.9999900E+05,  0.7138379E+03,  0.1427676E+04,       24973,       25011,         110,          10
, 0.37639086700000E+06, 0.59996501700000E+07, -0.9999900E+05,  0.9517856E+03,  0.1427676E+04,       25012,       25013,         110,          10
, 0.37660293300000E+06, 0.59997580800000E+07, -0.9999900E+05,  0.1189728E+04,  0.1427676E+04,       25016,       25057,         110,          10
, 0.37681500000000E+06, 0.59998660000000E+07, -0.9999900E+05,  0.1427676E+04,  0.1427676E+04,,,         110,          10
, 0.37766432800000E+06, 0.60006432000000E+07, -0.9999900E+05,  0.0000000E+00,  0.3182283E+03,       25412,       25436,         111,          11
, 0.37766954200000E+06, 0.60006101200000E+07, -0.9999900E+05,  0.3348839E+02,  0.3182283E+03,       25437,       25439,         111,          11
, 0.37768206400000E+06, 0.60005806800000E+07, -0.9999900E+05,  0.6548080E+02,  0.3182283E+03,       25440,       25461,         111,          11
, 0.37769157500000E+06, 0.60005496600000E+07, -0.9999900E+05,  0.9792613E+02,  0.3182283E+03,       25448,       25450,         111,          11
, 0.37770399400000E+06, 0.60005190900000E+07, -0.9999900E+05,  0.1309224E+03,  0.3182283E+03,       25427,       25449,         111,          11
, 0.37770829100000E+06, 0.60004879000000E+07, -0.9999900E+05,  0.1624070E+03,  0.3182283E+03,       25426,       25431,         111,          11
, 0.37771972600000E+06, 0.60004662900000E+07, -0.9999900E+05,  0.1868560E+03,  0.3182283E+03,       25405,       25430,         111,          11
, 0.37773116100000E+06, 0.60004446800000E+07, -0.9999900E+05,  0.2113050E+03,  0.3182283E+03,       25403,       25428,         111,          11
, 0.37774259500000E+06, 0.60004230600000E+07, -0.9999900E+05,  0.2357623E+03,  0.3182283E+03,       25404,       25406,         111,          11
, 0.37774710300000E+06, 0.60003883000000E+07, -0.9999900E+05,  0.2708134E+03,  0.3182283E+03,       25367,       25407,         111,          11
, 0.37775832800000E+06, 0.60003615000000E+07, -0.9999900E+05,  0.2998692E+03,  0.3182283E+03,       25369,       25408,         111,          11
, 0.37776972900000E+06, 0.60003471100000E+07, -0.9999900E+05,  0.3182283E+03,  0.3182283E+03,,,         111,          11
, 0.35526640200000E+06, 0.60258052500000E+07, -0.9999900E+05,  0.0000000E+00,  0.1681267E+03,       13605,       13610,         112,          12
, 0.35523283200000E+06, 0.60258071900000E+07, -0.9999900E+05,  0.3362601E+02,  0.1681267E+03,       13609,       13611,         112,          12
, 0.35519926200000E+06, 0.60258091200000E+07, -0.9999900E+05,  0.6725145E+02,  0.1681267E+03,       13608,       13614,         112,          12
, 0.35516569300000E+06, 0.60258110500000E+07, -0.9999900E+05,  0.1008759E+03,  0.1681267E+03,       13607,       13613,         112,          12
, 0.35513212300000E+06, 0.60258129800000E+07, -0.9999900E+05,  0.1345013E+03,  0.1681267E+03,       13606,       13612,         112,          12
, 0.35509855300000E+06, 0.60258149100000E+07, -0.9999900E+05,  0.1681267E+03,  0.1681267E+03,,,         112,          12
, 0.35528185000000E+06, 0.60258594700000E+07, -0.9999900E+05,  0.0000000E+00,  0.1859907E+03,       13604,       13605,         113,          13
, 0.35524740100000E+06, 0.60258735100000E+07, -0.9999900E+05,  0.3720020E+02,  0.1859907E+03,       13603,       13609,         113,          13
, 0.35521295300000E+06, 0.60258875400000E+07, -0.9999900E+05,  0.7439571E+02,  0.1859907E+03,       13602,       13608,         113,          13
, 0.35517850500000E+06, 0.60259015800000E+07, -0.9999900E+05,  0.1115950E+03,  0.1859907E+03,       13601,       13607,         113,          13
, 0.35514405600000E+06, 0.60259156200000E+07, -0.9999900E+05,  0.1487952E+03,  0.1859907E+03,       13599,       13606,         113,          13
, 0.35510960800000E+06, 0.60259296500000E+07, -0.9999900E+05,  0.1859907E+03,  0.1859907E+03,,,         113,          13
, 0.35127708400000E+06, 0.60320879500000E+07, -0.9999900E+05,  0.0000000E+00,  0.7499011E+03,       11285,       11333,         114,          14
, 0.35127502200000E+06, 0.60320308700000E+07, -0.9999900E+05,  0.5711723E+02,  0.7499011E+03,       11286,       11303,         114,          14
, 0.35126330400000E+06, 0.60319759800000E+07, -0.9999900E+05,  0.1132441E+03,  0.7499011E+03,       11259,       11302,         114,          14
